,transaction_id,date,account_id,account_type,category,vendor,amount,type,status,balance_after_transaction,total_spent,transaction_count,initial_balance,ending_balance,credit_limit,total_spent_total,transaction_count_total,total_spent_total,transaction_count_total
805,806,2024-03-16,1,Checking,Healthcare,CVS,11.72,debit,completed,-34372.98,,,5000,,,,,16608.36,106
806,807,2024-03-17,1,Checking,Shopping,Best Buy,73.56,credit,pending,-34299.420000000006,,,5000,,,,,15401.48,101
807,808,2024-03-18,1,Checking,Dining,Chipotle,222.33,debit,completed,-34521.75000000001,,,5000,,,,,19737.97,120
808,809,2024-03-19,1,Checking,Dining,Chipotle,291.13,debit,completed,-34812.880000000005,,,5000,,,,,19737.97,120
809,810,2024-03-20,1,Checking,Rent,Rent Payment,8.75,credit,pending,-34804.130000000005,,,5000,,,,,17219.66,110
810,811,2024-03-21,1,Checking,Groceries,Whole Foods,159.59,debit,completed,-34963.72,,,5000,,,,,14691.57,101
811,812,2024-03-22,1,Checking,Shopping,Target,238.3,debit,completed,-35202.020000000004,,,5000,,,,,15401.48,101
812,813,2024-03-23,1,Checking,Utilities,Con Edison,252.47,credit,completed,-34949.55,,,5000,,,,,13999.15,95
813,814,2024-03-24,1,Checking,Rent,Rent Payment,120.57,credit,completed,-34828.98,,,5000,,,,,17219.66,110
814,815,2024-03-25,1,Checking,Entertainment,Netflix,33.58,debit,completed,-34862.560000000005,,,5000,,,,,16169.18,108
815,816,2024-03-26,1,Checking,Entertainment,Spotify,145.34,debit,completed,-35007.9,,,5000,,,,,16169.18,108
816,817,2024-03-27,1,Checking,Utilities,Comcast,178.16,credit,completed,-34829.74,,,5000,,,,,13999.15,95
817,818,2024-03-28,1,Checking,Rent,Rent Payment,176.96,debit,completed,-35006.7,,,5000,,,,,17219.66,110
818,819,2024-03-29,1,Checking,Entertainment,Spotify,140.0,credit,completed,-34866.7,,,5000,,,,,16169.18,108
819,820,2024-03-30,1,Checking,Healthcare,Walgreens,164.24,debit,completed,-35030.939999999995,,,5000,,,,,16608.36,106
820,821,2024-03-31,1,Checking,Utilities,Con Edison,184.34,debit,completed,-35215.27999999999,,,5000,,,,,13999.15,95
821,822,2024-04-01,1,Checking,Rent,Rent Payment,110.89,credit,completed,-35104.38999999999,,,5000,,,,,17219.66,110
822,823,2024-04-02,1,Checking,Groceries,Whole Foods,229.91,debit,completed,-35334.299999999996,,,5000,,,,,14691.57,101
823,824,2024-04-03,1,Checking,Groceries,Whole Foods,240.25,credit,completed,-35094.049999999996,,,5000,,,,,14691.57,101
824,825,2024-04-04,1,Checking,Entertainment,Movie Theater,285.5,debit,completed,-35379.549999999996,,,5000,,,,,16169.18,108
825,826,2024-04-05,1,Checking,Utilities,Con Edison,257.55,debit,completed,-35637.1,,,5000,,,,,13999.15,95
826,827,2024-04-06,1,Checking,Groceries,Walmart,202.23,debit,completed,-35839.33,,,5000,,,,,14691.57,101
827,828,2024-04-07,1,Checking,Rent,Rent Payment,280.09,debit,completed,-36119.42,,,5000,,,,,17219.66,110
828,829,2024-04-08,1,Checking,Shopping,Amazon,210.11,debit,completed,-36329.53,,,5000,,,,,15401.48,101
829,830,2024-04-09,1,Checking,Shopping,Target,289.42,debit,completed,-36618.95,,,5000,,,,,15401.48,101
830,831,2024-04-10,1,Checking,Groceries,Trader Joe's,145.74,debit,completed,-36764.689999999995,,,5000,,,,,14691.57,101
831,832,2024-04-11,1,Checking,Entertainment,Netflix,43.74,debit,completed,-36808.42999999999,,,5000,,,,,16169.18,108
832,833,2024-04-12,1,Checking,Healthcare,CVS,161.12,debit,completed,-36969.549999999996,,,5000,,,,,16608.36,106
833,834,2024-04-13,1,Checking,Rent,Rent Payment,41.78,debit,completed,-37011.329999999994,,,5000,,,,,17219.66,110
834,835,2024-04-14,1,Checking,Rent,Rent Payment,112.62,debit,completed,-37123.95,,,5000,,,,,17219.66,110
835,836,2024-04-15,1,Checking,Shopping,Amazon,52.51,debit,completed,-37176.46,,,5000,,,,,15401.48,101
836,837,2024-04-16,1,Checking,Dining,Chipotle,205.7,debit,completed,-37382.159999999996,,,5000,,,,,19737.97,120
837,838,2024-04-17,1,Checking,Shopping,Best Buy,282.07,debit,completed,-37664.229999999996,,,5000,,,,,15401.48,101
838,839,2024-04-18,1,Checking,Utilities,Con Edison,66.3,credit,pending,-37597.92999999999,,,5000,,,,,13999.15,95
839,840,2024-04-19,1,Checking,Healthcare,Walgreens,135.36,credit,completed,-37462.56999999999,,,5000,,,,,16608.36,106
840,841,2024-04-20,1,Checking,Dining,Chipotle,103.76,debit,completed,-37566.329999999994,,,5000,,,,,19737.97,120
841,842,2024-04-21,1,Checking,Groceries,Whole Foods,257.85,credit,completed,-37308.479999999996,,,5000,,,,,14691.57,101
842,843,2024-04-22,1,Checking,Healthcare,CVS,282.14,credit,completed,-37026.34,,,5000,,,,,16608.36,106
843,844,2024-04-23,1,Checking,Utilities,Con Edison,82.23,debit,completed,-37108.57,,,5000,,,,,13999.15,95
844,845,2024-04-24,1,Checking,Utilities,Comcast,274.55,debit,completed,-37383.12,,,5000,,,,,13999.15,95
845,846,2024-04-25,1,Checking,Shopping,Best Buy,212.43,debit,completed,-37595.55,,,5000,,,,,15401.48,101
846,847,2024-04-26,1,Checking,Entertainment,Spotify,177.34,debit,completed,-37772.89,,,5000,,,,,16169.18,108
847,848,2024-04-27,1,Checking,Rent,Rent Payment,104.26,debit,completed,-37877.15,,,5000,,,,,17219.66,110
848,849,2024-04-28,1,Checking,Utilities,Con Edison,191.14,debit,pending,-38068.29,,,5000,,,,,13999.15,95
849,850,2024-04-29,1,Checking,Groceries,Trader Joe's,79.32,debit,completed,-38147.61,,,5000,,,,,14691.57,101
850,851,2024-04-30,1,Checking,Entertainment,Spotify,141.43,debit,pending,-38289.04,,,5000,,,,,16169.18,108
851,852,2024-05-01,1,Checking,Dining,McDonald's,107.67,debit,completed,-38396.71,,,5000,,,,,19737.97,120
852,853,2024-05-02,1,Checking,Dining,McDonald's,123.0,credit,completed,-38273.71,,,5000,,,,,19737.97,120
853,854,2024-05-03,1,Checking,Utilities,Comcast,253.75,debit,completed,-38527.46,,,5000,,,,,13999.15,95
854,855,2024-05-04,1,Checking,Shopping,Amazon,87.09,debit,completed,-38614.549999999996,,,5000,,,,,15401.48,101
855,856,2024-05-05,1,Checking,Utilities,Comcast,163.44,debit,completed,-38777.99,,,5000,,,,,13999.15,95
856,857,2024-05-06,1,Checking,Dining,Chipotle,67.51,debit,completed,-38845.5,,,5000,,,,,19737.97,120
857,858,2024-05-07,1,Checking,Shopping,Best Buy,236.52,debit,completed,-39082.02,,,5000,,,,,15401.48,101
858,859,2024-05-08,1,Checking,Healthcare,CVS,85.2,debit,completed,-39167.219999999994,,,5000,,,,,16608.36,106
859,860,2024-05-09,1,Checking,Dining,McDonald's,85.92,debit,completed,-39253.13999999999,,,5000,,,,,19737.97,120
860,861,2024-05-10,1,Checking,Healthcare,CVS,76.4,debit,completed,-39329.53999999999,,,5000,,,,,16608.36,106
861,862,2024-05-11,1,Checking,Dining,McDonald's,203.1,debit,completed,-39532.63999999999,,,5000,,,,,19737.97,120
862,863,2024-05-12,1,Checking,Entertainment,Netflix,10.35,debit,completed,-39542.98999999999,,,5000,,,,,16169.18,108
863,864,2024-05-13,1,Checking,Groceries,Trader Joe's,54.77,debit,completed,-39597.75999999999,,,5000,,,,,14691.57,101
864,865,2024-05-14,1,Checking,Groceries,Whole Foods,54.9,debit,completed,-39652.65999999999,,,5000,,,,,14691.57,101
865,866,2024-05-15,1,Checking,Shopping,Amazon,18.42,debit,completed,-39671.07999999999,,,5000,,,,,15401.48,101
866,867,2024-05-16,1,Checking,Dining,McDonald's,258.08,debit,completed,-39929.15999999999,,,5000,,,,,19737.97,120
867,868,2024-05-17,1,Checking,Rent,Rent Payment,35.03,credit,completed,-39894.12999999999,,,5000,,,,,17219.66,110
868,869,2024-05-18,1,Checking,Healthcare,Walgreens,106.48,credit,completed,-39787.64999999999,,,5000,,,,,16608.36,106
869,870,2024-05-19,1,Checking,Entertainment,Netflix,187.4,debit,completed,-39975.04999999999,,,5000,,,,,16169.18,108
870,871,2024-05-20,1,Checking,Healthcare,Walgreens,49.69,debit,completed,-40024.73999999999,,,5000,,,,,16608.36,106
871,872,2024-05-21,1,Checking,Rent,Rent Payment,110.35,debit,completed,-40135.08999999999,,,5000,,,,,17219.66,110
872,873,2024-05-22,1,Checking,Dining,Starbucks,146.37,debit,completed,-40281.45999999999,,,5000,,,,,19737.97,120
873,874,2024-05-23,1,Checking,Rent,Rent Payment,129.23,debit,completed,-40410.689999999995,,,5000,,,,,17219.66,110
874,875,2024-05-24,1,Checking,Dining,Starbucks,20.37,debit,completed,-40431.06,,,5000,,,,,19737.97,120
875,876,2024-05-25,1,Checking,Utilities,Con Edison,278.76,credit,completed,-40152.299999999996,,,5000,,,,,13999.15,95
876,877,2024-05-26,1,Checking,Healthcare,Walgreens,100.67,credit,completed,-40051.63,,,5000,,,,,16608.36,106
877,878,2024-05-27,1,Checking,Rent,Rent Payment,202.29,debit,completed,-40253.92,,,5000,,,,,17219.66,110
878,879,2024-05-28,1,Checking,Dining,Chipotle,147.47,debit,completed,-40401.39,,,5000,,,,,19737.97,120
879,880,2024-05-29,1,Checking,Shopping,Best Buy,282.07,debit,completed,-40683.46,,,5000,,,,,15401.48,101
880,881,2024-05-30,1,Checking,Shopping,Target,21.95,debit,completed,-40705.409999999996,,,5000,,,,,15401.48,101
881,882,2024-05-31,1,Checking,Rent,Rent Payment,288.02,debit,completed,-40993.42999999999,,,5000,,,,,17219.66,110
882,883,2024-06-01,1,Checking,Dining,Chipotle,101.56,debit,completed,-41094.98999999999,,,5000,,,,,19737.97,120
883,884,2024-06-02,1,Checking,Shopping,Target,36.59,debit,completed,-41131.57999999999,,,5000,,,,,15401.48,101
884,885,2024-06-03,1,Checking,Shopping,Best Buy,99.86,credit,completed,-41031.71999999999,,,5000,,,,,15401.48,101
885,886,2024-06-04,1,Checking,Shopping,Best Buy,293.1,debit,completed,-41324.819999999985,,,5000,,,,,15401.48,101
886,887,2024-06-05,1,Checking,Shopping,Target,194.03,debit,completed,-41518.849999999984,,,5000,,,,,15401.48,101
887,888,2024-06-06,1,Checking,Rent,Rent Payment,161.82,debit,completed,-41680.669999999984,,,5000,,,,,17219.66,110
888,889,2024-06-07,1,Checking,Entertainment,Spotify,262.63,debit,completed,-41943.29999999998,,,5000,,,,,16169.18,108
889,890,2024-06-08,1,Checking,Healthcare,CVS,282.6,credit,pending,-41660.69999999998,,,5000,,,,,16608.36,106
890,891,2024-06-09,1,Checking,Entertainment,Movie Theater,52.13,debit,completed,-41712.82999999998,,,5000,,,,,16169.18,108
891,892,2024-06-10,1,Checking,Rent,Rent Payment,248.91,debit,completed,-41961.73999999998,,,5000,,,,,17219.66,110
892,893,2024-06-11,1,Checking,Utilities,Comcast,11.03,debit,completed,-41972.76999999998,,,5000,,,,,13999.15,95
893,894,2024-06-12,1,Checking,Entertainment,Movie Theater,281.03,credit,completed,-41691.73999999998,,,5000,,,,,16169.18,108
894,895,2024-06-13,1,Checking,Utilities,Comcast,238.56,debit,completed,-41930.29999999998,,,5000,,,,,13999.15,95
895,896,2024-06-14,1,Checking,Entertainment,Movie Theater,25.36,debit,pending,-41955.65999999998,,,5000,,,,,16169.18,108
896,897,2024-06-15,1,Checking,Shopping,Target,102.63,credit,pending,-41853.029999999984,,,5000,,,,,15401.48,101
897,898,2024-06-16,1,Checking,Groceries,Walmart,116.1,credit,completed,-41736.929999999986,,,5000,,,,,14691.57,101
898,899,2024-06-17,1,Checking,Shopping,Best Buy,163.1,credit,pending,-41573.82999999999,,,5000,,,,,15401.48,101
899,900,2024-06-18,1,Checking,Groceries,Trader Joe's,34.1,credit,completed,-41539.72999999999,,,5000,,,,,14691.57,101
900,901,2024-06-19,1,Checking,Shopping,Best Buy,283.8,credit,completed,-41255.929999999986,,,5000,,,,,15401.48,101
901,902,2024-06-20,1,Checking,Healthcare,Walgreens,36.52,debit,completed,-41292.44999999998,,,5000,,,,,16608.36,106
902,903,2024-06-21,1,Checking,Groceries,Trader Joe's,259.4,debit,completed,-41551.849999999984,,,5000,,,,,14691.57,101
903,904,2024-06-22,1,Checking,Entertainment,Netflix,269.13,debit,pending,-41820.97999999998,,,5000,,,,,16169.18,108
904,905,2024-06-23,1,Checking,Dining,Chipotle,156.13,debit,completed,-41977.10999999998,,,5000,,,,,19737.97,120
905,906,2024-06-24,1,Checking,Rent,Rent Payment,295.86,debit,completed,-42272.96999999998,,,5000,,,,,17219.66,110
906,907,2024-06-25,1,Checking,Rent,Rent Payment,129.0,debit,completed,-42401.96999999998,,,5000,,,,,17219.66,110
907,908,2024-06-26,1,Checking,Rent,Rent Payment,65.08,debit,completed,-42467.04999999998,,,5000,,,,,17219.66,110
908,909,2024-06-27,1,Checking,Groceries,Walmart,124.45,debit,completed,-42591.49999999998,,,5000,,,,,14691.57,101
909,910,2024-06-28,1,Checking,Shopping,Amazon,47.78,debit,completed,-42639.27999999998,,,5000,,,,,15401.48,101
910,911,2024-06-29,1,Checking,Utilities,Con Edison,193.6,credit,completed,-42445.67999999998,,,5000,,,,,13999.15,95
911,912,2024-06-30,1,Checking,Dining,Chipotle,267.48,credit,completed,-42178.199999999975,,,5000,,,,,19737.97,120
912,913,2024-07-01,1,Checking,Rent,Rent Payment,281.2,debit,completed,-42459.39999999997,,,5000,,,,,17219.66,110
913,914,2024-07-02,1,Checking,Groceries,Whole Foods,87.26,debit,completed,-42546.659999999974,,,5000,,,,,14691.57,101
914,915,2024-07-03,1,Checking,Dining,Starbucks,178.29,credit,completed,-42368.36999999997,,,5000,,,,,19737.97,120
915,916,2024-07-04,1,Checking,Dining,Starbucks,286.46,credit,completed,-42081.909999999974,,,5000,,,,,19737.97,120
916,917,2024-07-05,1,Checking,Rent,Rent Payment,135.45,debit,completed,-42217.35999999997,,,5000,,,,,17219.66,110
917,918,2024-07-06,1,Checking,Rent,Rent Payment,101.31,debit,completed,-42318.66999999997,,,5000,,,,,17219.66,110
918,919,2024-07-07,1,Checking,Entertainment,Spotify,236.28,credit,completed,-42082.38999999997,,,5000,,,,,16169.18,108
919,920,2024-07-08,1,Checking,Rent,Rent Payment,98.39,debit,completed,-42180.77999999997,,,5000,,,,,17219.66,110
920,921,2024-07-09,1,Checking,Entertainment,Spotify,283.8,credit,completed,-41896.97999999997,,,5000,,,,,16169.18,108
921,922,2024-07-10,1,Checking,Utilities,Con Edison,133.77,debit,completed,-42030.74999999996,,,5000,,,,,13999.15,95
922,923,2024-07-11,1,Checking,Rent,Rent Payment,118.18,debit,completed,-42148.929999999964,,,5000,,,,,17219.66,110
923,924,2024-07-12,1,Checking,Shopping,Amazon,173.06,debit,completed,-42321.98999999996,,,5000,,,,,15401.48,101
924,925,2024-07-13,1,Checking,Shopping,Best Buy,100.33,debit,completed,-42422.31999999996,,,5000,,,,,15401.48,101
925,926,2024-07-14,1,Checking,Dining,Starbucks,232.13,credit,completed,-42190.189999999966,,,5000,,,,,19737.97,120
926,927,2024-07-15,1,Checking,Rent,Rent Payment,62.08,debit,completed,-42252.26999999997,,,5000,,,,,17219.66,110
927,928,2024-07-16,1,Checking,Groceries,Trader Joe's,89.17,credit,completed,-42163.09999999997,,,5000,,,,,14691.57,101
928,929,2024-07-17,1,Checking,Shopping,Target,148.83,debit,completed,-42311.92999999997,,,5000,,,,,15401.48,101
929,930,2024-07-18,1,Checking,Healthcare,Walgreens,192.48,debit,completed,-42504.409999999974,,,5000,,,,,16608.36,106
930,931,2024-07-19,1,Checking,Dining,Starbucks,61.73,debit,completed,-42566.13999999998,,,5000,,,,,19737.97,120
931,932,2024-07-20,1,Checking,Rent,Rent Payment,64.08,credit,completed,-42502.059999999976,,,5000,,,,,17219.66,110
932,933,2024-07-21,1,Checking,Groceries,Whole Foods,76.5,debit,completed,-42578.559999999976,,,5000,,,,,14691.57,101
933,934,2024-07-22,1,Checking,Entertainment,Netflix,207.95,debit,completed,-42786.50999999997,,,5000,,,,,16169.18,108
934,935,2024-07-23,1,Checking,Utilities,Comcast,98.28,debit,completed,-42884.78999999997,,,5000,,,,,13999.15,95
935,936,2024-07-24,1,Checking,Shopping,Amazon,125.13,debit,completed,-43009.91999999997,,,5000,,,,,15401.48,101
936,937,2024-07-25,1,Checking,Healthcare,Walgreens,230.31,credit,completed,-42779.60999999997,,,5000,,,,,16608.36,106
937,938,2024-07-26,1,Checking,Shopping,Target,126.59,debit,completed,-42906.19999999997,,,5000,,,,,15401.48,101
938,939,2024-07-27,1,Checking,Entertainment,Movie Theater,286.25,debit,completed,-43192.44999999997,,,5000,,,,,16169.18,108
939,940,2024-07-28,1,Checking,Dining,McDonald's,216.83,debit,completed,-43409.27999999997,,,5000,,,,,19737.97,120
940,941,2024-07-29,1,Checking,Groceries,Whole Foods,65.19,debit,completed,-43474.46999999997,,,5000,,,,,14691.57,101
941,942,2024-07-30,1,Checking,Groceries,Whole Foods,149.72,debit,completed,-43624.18999999997,,,5000,,,,,14691.57,101
942,943,2024-07-31,1,Checking,Shopping,Target,257.49,debit,completed,-43881.67999999997,,,5000,,,,,15401.48,101
943,944,2024-08-01,1,Checking,Rent,Rent Payment,275.4,credit,completed,-43606.27999999997,,,5000,,,,,17219.66,110
944,945,2024-08-02,1,Checking,Utilities,Comcast,217.31,debit,completed,-43823.58999999997,,,5000,,,,,13999.15,95
945,946,2024-08-03,1,Checking,Dining,Starbucks,255.06,debit,pending,-44078.649999999965,,,5000,,,,,19737.97,120
946,947,2024-08-04,1,Checking,Dining,Chipotle,205.62,debit,completed,-44284.26999999997,,,5000,,,,,19737.97,120
947,948,2024-08-05,1,Checking,Entertainment,Movie Theater,84.94,credit,completed,-44199.329999999965,,,5000,,,,,16169.18,108
948,949,2024-08-06,1,Checking,Healthcare,Walgreens,156.08,credit,completed,-44043.24999999996,,,5000,,,,,16608.36,106
949,950,2024-08-07,1,Checking,Groceries,Trader Joe's,19.41,credit,completed,-44023.83999999996,,,5000,,,,,14691.57,101
950,951,2024-08-08,1,Checking,Dining,McDonald's,38.51,credit,completed,-43985.32999999996,,,5000,,,,,19737.97,120
951,952,2024-08-09,1,Checking,Dining,Starbucks,87.1,credit,completed,-43898.22999999996,,,5000,,,,,19737.97,120
952,953,2024-08-10,1,Checking,Rent,Rent Payment,35.39,credit,completed,-43862.83999999996,,,5000,,,,,17219.66,110
953,954,2024-08-11,1,Checking,Shopping,Target,147.37,debit,completed,-44010.20999999996,,,5000,,,,,15401.48,101
954,955,2024-08-12,1,Checking,Rent,Rent Payment,195.0,debit,completed,-44205.20999999996,,,5000,,,,,17219.66,110
955,956,2024-08-13,1,Checking,Dining,Starbucks,172.66,debit,completed,-44377.869999999966,,,5000,,,,,19737.97,120
956,957,2024-08-14,1,Checking,Healthcare,CVS,41.91,debit,completed,-44419.77999999997,,,5000,,,,,16608.36,106
957,958,2024-08-15,1,Checking,Groceries,Walmart,46.74,debit,completed,-44466.51999999997,,,5000,,,,,14691.57,101
958,959,2024-08-16,1,Checking,Dining,Starbucks,199.13,credit,completed,-44267.38999999997,,,5000,,,,,19737.97,120
959,960,2024-08-17,1,Checking,Shopping,Amazon,37.31,credit,completed,-44230.07999999997,,,5000,,,,,15401.48,101
960,961,2024-08-18,1,Checking,Groceries,Walmart,174.36,debit,completed,-44404.43999999997,,,5000,,,,,14691.57,101
961,962,2024-08-19,1,Checking,Dining,Chipotle,31.53,credit,completed,-44372.909999999974,,,5000,,,,,19737.97,120
962,963,2024-08-20,1,Checking,Rent,Rent Payment,99.44,debit,completed,-44472.34999999998,,,5000,,,,,17219.66,110
963,964,2024-08-21,1,Checking,Shopping,Amazon,189.41,debit,completed,-44661.75999999998,,,5000,,,,,15401.48,101
964,965,2024-08-22,1,Checking,Dining,Chipotle,103.36,debit,completed,-44765.11999999998,,,5000,,,,,19737.97,120
965,966,2024-08-23,1,Checking,Entertainment,Netflix,47.22,debit,completed,-44812.33999999998,,,5000,,,,,16169.18,108
966,967,2024-08-24,1,Checking,Entertainment,Spotify,34.26,debit,completed,-44846.599999999984,,,5000,,,,,16169.18,108
967,968,2024-08-25,1,Checking,Shopping,Target,201.87,debit,completed,-45048.46999999999,,,5000,,,,,15401.48,101
968,969,2024-08-26,1,Checking,Dining,Chipotle,60.88,debit,completed,-45109.349999999984,,,5000,,,,,19737.97,120
969,970,2024-08-27,1,Checking,Healthcare,Walgreens,44.02,debit,pending,-45153.36999999998,,,5000,,,,,16608.36,106
970,971,2024-08-28,1,Checking,Dining,Chipotle,272.43,debit,completed,-45425.79999999998,,,5000,,,,,19737.97,120
971,972,2024-08-29,1,Checking,Shopping,Best Buy,189.23,credit,completed,-45236.56999999998,,,5000,,,,,15401.48,101
972,973,2024-08-30,1,Checking,Utilities,Comcast,225.76,debit,completed,-45462.32999999998,,,5000,,,,,13999.15,95
973,974,2024-08-31,1,Checking,Shopping,Target,254.05,credit,completed,-45208.27999999998,,,5000,,,,,15401.48,101
974,975,2024-09-01,1,Checking,Shopping,Best Buy,151.95,credit,completed,-45056.32999999998,,,5000,,,,,15401.48,101
975,976,2024-09-02,1,Checking,Entertainment,Movie Theater,255.36,credit,completed,-44800.96999999998,,,5000,,,,,16169.18,108
976,977,2024-09-03,1,Checking,Entertainment,Spotify,175.85,debit,completed,-44976.81999999998,,,5000,,,,,16169.18,108
977,978,2024-09-04,1,Checking,Groceries,Walmart,222.86,debit,completed,-45199.67999999998,,,5000,,,,,14691.57,101
978,979,2024-09-05,1,Checking,Rent,Rent Payment,187.39,debit,completed,-45387.06999999998,,,5000,,,,,17219.66,110
979,980,2024-09-06,1,Checking,Healthcare,CVS,223.83,credit,pending,-45163.239999999976,,,5000,,,,,16608.36,106
980,981,2024-09-07,1,Checking,Groceries,Trader Joe's,161.39,debit,completed,-45324.629999999976,,,5000,,,,,14691.57,101
981,982,2024-09-08,1,Checking,Utilities,Comcast,183.5,debit,completed,-45508.129999999976,,,5000,,,,,13999.15,95
982,983,2024-09-09,1,Checking,Entertainment,Netflix,113.97,debit,completed,-45622.09999999998,,,5000,,,,,16169.18,108
983,984,2024-09-10,1,Checking,Groceries,Whole Foods,132.57,debit,completed,-45754.66999999998,,,5000,,,,,14691.57,101
984,985,2024-09-11,1,Checking,Rent,Rent Payment,298.21,debit,completed,-46052.879999999976,,,5000,,,,,17219.66,110
985,986,2024-09-12,1,Checking,Rent,Rent Payment,284.41,debit,completed,-46337.28999999998,,,5000,,,,,17219.66,110
986,987,2024-09-13,1,Checking,Utilities,Con Edison,286.17,credit,completed,-46051.11999999998,,,5000,,,,,13999.15,95
987,988,2024-09-14,1,Checking,Healthcare,Walgreens,51.83,debit,completed,-46102.94999999998,,,5000,,,,,16608.36,106
988,989,2024-09-15,1,Checking,Rent,Rent Payment,101.13,credit,completed,-46001.819999999985,,,5000,,,,,17219.66,110
989,990,2024-09-16,1,Checking,Groceries,Trader Joe's,140.08,debit,completed,-46141.89999999999,,,5000,,,,,14691.57,101
990,991,2024-09-17,1,Checking,Groceries,Trader Joe's,187.78,credit,completed,-45954.11999999999,,,5000,,,,,14691.57,101
991,992,2024-09-18,1,Checking,Groceries,Walmart,241.66,credit,completed,-45712.459999999985,,,5000,,,,,14691.57,101
992,993,2024-09-19,1,Checking,Groceries,Walmart,208.25,debit,completed,-45920.709999999985,,,5000,,,,,14691.57,101
993,994,2024-09-20,1,Checking,Groceries,Whole Foods,286.81,debit,completed,-46207.51999999998,,,5000,,,,,14691.57,101
994,995,2024-09-21,1,Checking,Utilities,Con Edison,185.65,debit,completed,-46393.169999999984,,,5000,,,,,13999.15,95
995,996,2024-09-22,1,Checking,Entertainment,Netflix,259.53,credit,completed,-46133.639999999985,,,5000,,,,,16169.18,108
996,997,2024-09-23,1,Checking,Groceries,Whole Foods,97.56,debit,completed,-46231.19999999998,,,5000,,,,,14691.57,101
997,998,2024-09-24,1,Checking,Entertainment,Movie Theater,50.3,debit,completed,-46281.499999999985,,,5000,,,,,16169.18,108
998,999,2024-09-25,1,Checking,Healthcare,CVS,250.93,credit,completed,-46030.569999999985,,,5000,,,,,16608.36,106
999,1000,2024-09-26,1,Checking,Dining,McDonald's,288.93,debit,completed,-46319.499999999985,,,5000,,,,,19737.97,120
1000,1001,2024-09-27,1,Checking,Groceries,Trader Joe's,80.91,debit,completed,-46400.40999999999,,,5000,,,,,14691.57,101
1001,1002,2024-09-28,1,Checking,Rent,Rent Payment,169.11,debit,completed,-46569.51999999999,,,5000,,,,,17219.66,110
1002,1003,2024-09-29,1,Checking,Dining,Starbucks,74.65,credit,completed,-46494.86999999999,,,5000,,,,,19737.97,120
1003,1004,2024-09-30,1,Checking,Healthcare,CVS,71.23,credit,pending,-46423.639999999985,,,5000,,,,,16608.36,106
1004,1005,2024-10-01,1,Checking,Groceries,Whole Foods,165.7,debit,completed,-46589.33999999998,,,5000,,,,,14691.57,101
1005,1006,2024-10-02,1,Checking,Groceries,Trader Joe's,37.89,debit,pending,-46627.22999999998,,,5000,,,,,14691.57,101
1006,1007,2024-10-03,1,Checking,Groceries,Trader Joe's,292.41,debit,completed,-46919.639999999985,,,5000,,,,,14691.57,101
1007,1008,2024-10-04,1,Checking,Groceries,Walmart,12.89,debit,completed,-46932.529999999984,,,5000,,,,,14691.57,101
1008,1009,2024-10-05,1,Checking,Entertainment,Spotify,273.33,debit,completed,-47205.859999999986,,,5000,,,,,16169.18,108
1009,1010,2024-10-06,1,Checking,Entertainment,Netflix,49.44,credit,completed,-47156.419999999984,,,5000,,,,,16169.18,108
1010,1011,2024-10-07,1,Checking,Groceries,Trader Joe's,16.8,credit,completed,-47139.61999999998,,,5000,,,,,14691.57,101
1011,1012,2024-10-08,1,Checking,Groceries,Whole Foods,207.24,debit,completed,-47346.85999999998,,,5000,,,,,14691.57,101
1012,1013,2024-10-09,1,Checking,Dining,Starbucks,87.96,debit,completed,-47434.81999999998,,,5000,,,,,19737.97,120
1013,1014,2024-10-10,1,Checking,Dining,Starbucks,196.78,credit,pending,-47238.03999999998,,,5000,,,,,19737.97,120
1014,1015,2024-10-11,1,Checking,Healthcare,CVS,65.9,debit,completed,-47303.93999999998,,,5000,,,,,16608.36,106
1015,1016,2024-10-12,1,Checking,Healthcare,CVS,214.74,debit,completed,-47518.67999999998,,,5000,,,,,16608.36,106
1016,1017,2024-10-13,1,Checking,Dining,Chipotle,188.46,debit,completed,-47707.13999999998,,,5000,,,,,19737.97,120
1017,1018,2024-10-14,1,Checking,Rent,Rent Payment,40.3,debit,completed,-47747.43999999998,,,5000,,,,,17219.66,110
1018,1019,2024-10-15,1,Checking,Groceries,Whole Foods,27.34,debit,completed,-47774.77999999998,,,5000,,,,,14691.57,101
1019,1020,2024-10-16,1,Checking,Groceries,Trader Joe's,255.13,debit,completed,-48029.909999999974,,,5000,,,,,14691.57,101
1020,1021,2024-10-17,1,Checking,Rent,Rent Payment,113.64,debit,completed,-48143.549999999974,,,5000,,,,,17219.66,110
1021,1022,2024-10-18,1,Checking,Groceries,Whole Foods,288.31,debit,completed,-48431.85999999997,,,5000,,,,,14691.57,101
1022,1023,2024-10-19,1,Checking,Shopping,Target,208.99,debit,pending,-48640.84999999997,,,5000,,,,,15401.48,101
1023,1024,2024-10-20,1,Checking,Dining,McDonald's,31.3,debit,completed,-48672.14999999997,,,5000,,,,,19737.97,120
1024,1025,2024-10-21,1,Checking,Groceries,Trader Joe's,293.43,debit,completed,-48965.57999999997,,,5000,,,,,14691.57,101
1025,1026,2024-10-22,1,Checking,Rent,Rent Payment,197.18,credit,completed,-48768.39999999997,,,5000,,,,,17219.66,110
1026,1027,2024-10-23,1,Checking,Rent,Rent Payment,40.97,debit,completed,-48809.36999999997,,,5000,,,,,17219.66,110
